시도,화재유형,발화요인대분류,발화요인소분류,장소대분류,인명피해_발생여부,발생_월,발생_시간,발생_요일
전북특별자치도,"건축,구조물",부주의,기타(부주의),생활서비스,0,1,0,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,0,2
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,0,2
충청북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,0,2
부산광역시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,1,0,2
전라남도,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,1,1,2
경기도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,1,2
부산광역시,"건축,구조물",방화,방화,주거,0,1,1,2
인천광역시,"건축,구조물",미상,미상,주거,0,1,1,2
충청북도,"건축,구조물",부주의,가연물 근접방치,산업시설,0,1,1,2
강원특별자치도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,1,2
충청남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,2,2
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,2,2
경기도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,2,2
서울특별시,기타(쓰레기 화재등),부주의,가연물 근접방치,기타,1,1,2,2
충청남도,"건축,구조물",부주의,가연물 근접방치,산업시설,0,1,3,2
충청북도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,3,2
경기도,"건축,구조물",방화의심,방화의심,산업시설,0,1,3,2
충청북도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,3,2
인천광역시,"건축,구조물",부주의,담배꽁초,기타서비스,0,1,3,2
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,4,2
울산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,4,2
울산광역시,"건축,구조물",화학적 요인,자연발화,생활서비스,0,1,4,2
서울특별시,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,1,4,2
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,4,2
서울특별시,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,1,5,2
대구광역시,"건축,구조물",부주의,기타(부주의),주거,0,1,5,2
부산광역시,"건축,구조물",부주의,가연물 근접방치,"의료,복지시설",0,1,5,2
광주광역시,"건축,구조물",미상,미상,산업시설,0,1,5,2
경상북도,"건축,구조물",미상,미상,주거,0,1,5,2
경기도,"건축,구조물",방화,방화,주거,0,1,5,2
경기도,"건축,구조물",미상,미상,산업시설,0,1,6,2
광주광역시,"자동차,철도차량",방화,방화,"자동차,철도차량",0,1,7,2
전라남도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,산업시설,0,1,7,2
전라남도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,7,2
경상북도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,1,8,2
충청남도,"자동차,철도차량",부주의,가연물 근접방치,"자동차,철도차량",0,1,8,2
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,8,2
인천광역시,"건축,구조물",전기적 요인,"누전,지락",주거,0,1,8,2
전북특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,8,2
강원특별자치도,"건축,구조물",미상,미상,기타서비스,0,1,9,2
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,9,2
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,9,2
충청남도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,1,9,2
전라남도,"건축,구조물",기계적 요인,정비불량,산업시설,0,1,9,2
경기도,"건축,구조물",부주의,기타(부주의),주거,0,1,9,2
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,1,9,2
서울특별시,"건축,구조물",화학적 요인,자연발화,생활서비스,0,1,10,2
경상북도,"건축,구조물",전기적 요인,트래킹에 의한 단락,생활서비스,0,1,10,2
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,10,2
경상남도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,1,10,2
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,1,11,2
부산광역시,"건축,구조물",부주의,기타(부주의),생활서비스,0,1,11,2
충청남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,12,2
경기도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,12,2
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,12,2
대전광역시,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,12,2
서울특별시,"건축,구조물",미상,미상,주거,0,1,12,2
전라남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,12,2
전라남도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","판매,업무시설",0,1,12,2
전라남도,"자동차,철도차량",미상,미상,"자동차,철도차량",0,1,12,2
전라남도,"건축,구조물",미상,미상,주거,0,1,12,2
강원특별자치도,임야,부주의,쓰레기 소각,임야,1,1,12,2
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,13,2
대구광역시,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,1,13,2
서울특별시,"건축,구조물",전기적 요인,과부하/과전류,주거,0,1,13,2
경상북도,"건축,구조물",부주의,기타(부주의),주거,0,1,13,2
울산광역시,기타(쓰레기 화재등),기타,기타,기타,0,1,13,2
경기도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,14,2
경상북도,"건축,구조물",미상,미상,생활서비스,0,1,14,2
경상북도,"건축,구조물",부주의,"용접, 절단, 연마",집합시설,0,1,14,2
경상남도,"건축,구조물",부주의,담배꽁초,주거,0,1,14,2
부산광역시,"자동차,철도차량",전기적 요인,과부하/과전류,"자동차,철도차량",0,1,14,2
부산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,14,2
강원특별자치도,"건축,구조물",부주의,음식물 조리중,주거,0,1,14,2
경상남도,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,1,14,2
경기도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,15,2
서울특별시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,15,2
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,15,2
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,15,2
강원특별자치도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","판매,업무시설",0,1,15,2
경기도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,15,2
전북특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,16,2
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,16,2
부산광역시,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,1,16,2
경기도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,1,17,2
경기도,"건축,구조물",기계적 요인,자동제어 실패,산업시설,0,1,17,2
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,17,2
경기도,"건축,구조물",미상,미상,산업시설,1,1,17,2
경상북도,"건축,구조물",미상,미상,기타서비스,0,1,17,2
경상북도,"건축,구조물",화학적 요인,화학적 발화(유증기 확산),주거,0,1,17,2
경상북도,"건축,구조물",부주의,담배꽁초,주거,0,1,17,2
경기도,기타(쓰레기 화재등),부주의,불장난,기타,0,1,18,2
서울특별시,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,1,18,2
전북특별자치도,"건축,구조물",부주의,쓰레기 소각,주거,0,1,18,2
인천광역시,기타(쓰레기 화재등),미상,미상,기타,0,1,18,2
광주광역시,"자동차,철도차량",부주의,가연물 근접방치,"자동차,철도차량",0,1,18,2
경기도,"건축,구조물",미상,미상,산업시설,0,1,19,2
경상남도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,19,2
경기도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,1,19,2
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,19,2
경상북도,"건축,구조물",미상,미상,산업시설,0,1,19,2
전북특별자치도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,20,2
경상북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,20,2
대구광역시,"건축,구조물",전기적 요인,미확인단락,"판매,업무시설",0,1,20,2
서울특별시,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,1,20,2
경기도,"건축,구조물",기계적 요인,"과열, 과부하",기타서비스,0,1,21,2
경상남도,"건축,구조물",전기적 요인,반단선,산업시설,0,1,21,2
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,21,2
전북특별자치도,"건축,구조물",미상,미상,기타서비스,0,1,22,2
인천광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,22,2
경상북도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,22,2
부산광역시,"건축,구조물",부주의,빨래삶기,주거,0,1,23,2
경기도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,23,2
부산광역시,기타(쓰레기 화재등),방화,방화,기타,0,1,23,2
서울특별시,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","판매,업무시설",0,1,23,2
대구광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,23,2
경기도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,23,2
경상남도,"건축,구조물",부주의,음식물 조리중,주거,0,1,1,3
광주광역시,"건축,구조물",전기적 요인,미확인단락,"판매,업무시설",0,1,1,3
울산광역시,"건축,구조물",미상,미상,주거,0,1,1,3
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,1,3
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,1,3
충청남도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,2,3
인천광역시,"건축,구조물",미상,미상,주거,1,1,3,3
대전광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,3,3
경상남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,3,3
충청북도,"건축,구조물",전기적 요인,미확인단락,주거,1,1,3,3
서울특별시,"건축,구조물",부주의,기타(부주의),주거,0,1,4,3
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,1,4,3
전북특별자치도,"건축,구조물",전기적 요인,과부하/과전류,산업시설,0,1,4,3
경기도,"건축,구조물",부주의,담배꽁초,주거,0,1,4,3
경기도,"건축,구조물",화학적 요인,자연발화,산업시설,0,1,5,3
충청북도,"건축,구조물",미상,미상,산업시설,0,1,5,3
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,1,5,3
서울특별시,"건축,구조물",기타,기타,교육시설,1,1,6,3
경기도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,6,3
경기도,"건축,구조물",부주의,기타(부주의),주거,1,1,7,3
대구광역시,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,7,3
전북특별자치도,"건축,구조물",부주의,기타(부주의),주거,0,1,7,3
전북특별자치도,"건축,구조물",부주의,가연물 근접방치,산업시설,0,1,7,3
충청남도,"자동차,철도차량",기계적 요인,노후,"자동차,철도차량",0,1,8,3
충청남도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,1,8,3
광주광역시,"자동차,철도차량",전기적 요인,기타(전기적요인),"자동차,철도차량",0,1,9,3
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,9,3
경기도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,1,9,3
전라남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,10,3
충청북도,"건축,구조물",부주의,"용접, 절단, 연마",기타서비스,0,1,10,3
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치","판매,업무시설",0,1,10,3
전라남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,10,3
경기도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,10,3
전라남도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",주거,0,1,11,3
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,11,3
경상북도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,11,3
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,11,3
경기도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,1,11,3
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,1,11,3
경상북도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,11,3
전북특별자치도,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,1,12,3
경상북도,"건축,구조물",부주의,담배꽁초,생활서비스,0,1,12,3
경상남도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,12,3
경상남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,1,13,3
경기도,"건축,구조물",전기적 요인,기타(전기적요인),생활서비스,0,1,13,3
강원특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,13,3
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,13,3
경상북도,"건축,구조물",부주의,기타(부주의),산업시설,0,1,13,3
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,14,3
전라남도,"건축,구조물",부주의,담배꽁초,생활서비스,0,1,14,3
충청남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,14,3
서울특별시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,14,3
경상남도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,1,14,3
전라남도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"판매,업무시설",0,1,15,3
경기도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,15,3
전라남도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,15,3
울산광역시,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,1,15,3
대구광역시,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,15,3
경기도,"건축,구조물",기계적 요인,자동제어 실패,생활서비스,0,1,15,3
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,15,3
강원특별자치도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,1,15,3
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,16,3
제주특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,16,3
전라남도,임야,부주의,쓰레기 소각,임야,0,1,16,3
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,16,3
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,17,3
충청남도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,17,3
서울특별시,"건축,구조물",부주의,음식물 조리중,집합시설,0,1,17,3
대구광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,17,3
경상남도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,1,17,3
서울특별시,"건축,구조물",전기적 요인,절연열화에 의한 단락,"판매,업무시설",0,1,17,3
충청북도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락","판매,업무시설",0,1,17,3
전라남도,"건축,구조물",미상,미상,주거,0,1,17,3
경기도,"건축,구조물",부주의,담배꽁초,주거,0,1,18,3
대구광역시,"건축,구조물",부주의,기타(부주의),산업시설,0,1,18,3
강원특별자치도,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,1,18,3
경상남도,"건축,구조물",전기적 요인,과부하/과전류,산업시설,0,1,18,3
인천광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,18,3
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,1,19,3
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치","판매,업무시설",0,1,19,3
경상남도,"자동차,철도차량",전기적 요인,과부하/과전류,"자동차,철도차량",0,1,20,3
경상남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,20,3
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,20,3
경기도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",1,1,20,3
강원특별자치도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,21,3
경상북도,"자동차,철도차량",기계적 요인,자동제어 실패,"자동차,철도차량",0,1,21,3
전라남도,"건축,구조물",부주의,담배꽁초,주거,0,1,21,3
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,1,21,3
충청남도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",산업시설,0,1,22,3
대전광역시,"건축,구조물",부주의,담배꽁초,생활서비스,0,1,22,3
경기도,"건축,구조물",부주의,기타(부주의),생활서비스,0,1,22,3
대전광역시,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,1,23,3
전라남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,23,3
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,0,4
부산광역시,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,0,4
경상남도,"건축,구조물",부주의,담배꽁초,생활서비스,0,1,1,4
경상남도,"건축,구조물",부주의,담배꽁초,주거,0,1,1,4
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,1,4
강원특별자치도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,1,2,4
경상북도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",기타서비스,0,1,2,4
인천광역시,"건축,구조물",전기적 요인,미확인단락,산업시설,1,1,2,4
경기도,"건축,구조물",부주의,불장난,주거,0,1,2,4
서울특별시,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,1,3,4
경기도,"건축,구조물",기타,기타,주거,0,1,4,4
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,5,4
서울특별시,"건축,구조물",부주의,기타(부주의),주거,0,1,5,4
전북특별자치도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,6,4
경상남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,6,4
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,6,4
전북특별자치도,"건축,구조물",미상,미상,기타서비스,0,1,8,4
경상남도,"건축,구조물",미상,미상,주거,0,1,9,4
경기도,"건축,구조물",부주의,담배꽁초,산업시설,0,1,9,4
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,1,9,4
대구광역시,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,9,4
울산광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,9,4
서울특별시,"건축,구조물",부주의,음식물 조리중,집합시설,0,1,9,4
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,1,9,4
경기도,"건축,구조물",기타,기타,주거,0,1,9,4
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,1,9,4
경기도,"건축,구조물",미상,미상,주거,0,1,10,4
충청남도,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,1,10,4
서울특별시,"건축,구조물",부주의,기타(부주의),주거,0,1,10,4
전라남도,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,1,10,4
강원특별자치도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,1,10,4
전북특별자치도,"건축,구조물",부주의,가연물 근접방치,집합시설,0,1,10,4
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,11,4
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,11,4
경기도,"자동차,철도차량",가스누출(폭발),가스누출(폭발),"자동차,철도차량",1,1,11,4
경기도,"건축,구조물",부주의,"용접, 절단, 연마","판매,업무시설",0,1,11,4
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,1,12,4
경기도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,12,4
강원특별자치도,임야,미상,미상,임야,0,1,12,4
전북특별자치도,"건축,구조물",전기적 요인,층간단락,생활서비스,0,1,12,4
인천광역시,"건축,구조물",부주의,가연물 근접방치,주거,0,1,12,4
경기도,"자동차,철도차량",기계적 요인,정비불량,"자동차,철도차량",0,1,12,4
경상남도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,1,13,4
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,13,4
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,13,4
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"판매,업무시설",0,1,13,4
인천광역시,"건축,구조물",전기적 요인,미확인단락,주거,0,1,13,4
인천광역시,"건축,구조물",부주의,담배꽁초,주거,0,1,13,4
서울특별시,"건축,구조물",부주의,불장난,주거,0,1,13,4
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,14,4
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,14,4
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",주거,0,1,14,4
강원특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,14,4
경상남도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,1,14,4
충청북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,1,14,4
강원특별자치도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,14,4
서울특별시,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,1,14,4
경기도,기타(쓰레기 화재등),기계적 요인,"과열, 과부하",기타,0,1,14,4
경상북도,"건축,구조물",전기적 요인,미확인단락,기타서비스,1,1,14,4
전라남도,"건축,구조물",부주의,담배꽁초,주거,0,1,14,4
전라남도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,15,4
대전광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,1,15,4
충청남도,"건축,구조물",미상,미상,주거,0,1,15,4
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",운수자동차시설,0,1,15,4
경기도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,1,15,4
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,"판매,업무시설",0,1,15,4
강원특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,16,4
부산광역시,"건축,구조물",미상,미상,주거,1,1,17,4
충청남도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,1,17,4
대구광역시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,1,17,4
전라남도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"판매,업무시설",0,1,17,4
전라남도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,1,17,4
경상북도,"건축,구조물",기계적 요인,자동제어 실패,"판매,업무시설",0,1,17,4
경상북도,기타(쓰레기 화재등),미상,미상,기타,0,1,18,4
경상남도,"건축,구조물",전기적 요인,미확인단락,주거,0,1,18,4
전북특별자치도,"건축,구조물",방화의심,방화의심,"판매,업무시설",0,1,18,4
광주광역시,"건축,구조물",부주의,빨래삶기,주거,0,1,18,4
충청남도,"건축,구조물",기계적 요인,"과열, 과부하",교육시설,0,1,18,4
경기도,"건축,구조물",화학적 요인,자연발화,주거,0,1,18,4
서울특별시,기타(쓰레기 화재등),미상,미상,기타,0,1,18,4
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,1,18,4
경상북도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",산업시설,0,1,18,4
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,1,19,4
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,19,4
전라남도,임야,부주의,담배꽁초,임야,0,1,19,4
강원특별자치도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,1,20,4
울산광역시,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,20,4
강원특별자치도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,20,4
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,1,21,4
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,1,22,4
경상남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,1,22,4
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,23,4
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,23,4
경상북도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,23,4
경기도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,1,23,4
경기도,"건축,구조물",부주의,담배꽁초,산업시설,0,1,23,4
서울특별시,"건축,구조물",부주의,가연물 근접방치,주거,0,1,23,4
충청남도,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,1,23,4
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,1,0,5
경기도,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,1,0,5
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,생활서비스,0,1,1,5
충청북도,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,1,1,5
경기도,"건축,구조물",미상,미상,주거,1,1,1,5
서울특별시,"건축,구조물",기타,기타,주거,0,1,2,5
대구광역시,"건축,구조물",부주의,담배꽁초,주거,0,1,2,5
서울특별시,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,1,2,5
경기도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,1,2,5
경상북도,"건축,구조물",미상,미상,산업시설,0,1,3,5
경상남도,"건축,구조물",미상,미상,산업시설,0,1,3,5
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,1,3,5
경상북도,"건축,구조물",미상,미상,기타서비스,0,1,4,5
경상남도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,1,4,5
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,1,5,5
부산광역시,"건축,구조물",부주의,음식물 조리중,생활서비스,0,1,5,5
서울특별시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,1,5,5
전라남도,"자동차,철도차량",화학적 요인,자연발화,"자동차,철도차량",0,1,5,5
울산광역시,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,1,6,5
경상북도,"건축,구조물",전기적 요인,과부하/과전류,교육시설,0,1,6,5
경기도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,7,5
서울특별시,"건축,구조물",부주의,가연물 근접방치,주거,0,1,7,5
경기도,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,1,8,5
전라남도,"건축,구조물",미상,미상,산업시설,0,1,8,5
경기도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,1,8,5
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,"판매,업무시설",0,1,8,5
대전광역시,"건축,구조물",부주의,기타(부주의),"판매,업무시설",0,1,9,5
경상북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,1,9,5
경기도,"건축,구조물",부주의,기타(부주의),교육시설,0,1,9,5
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,1,10,5
충청북도,"건축,구조물",전기적 요인,과부하/과전류,기타서비스,0,1,10,5
경상남도,"건축,구조물",부주의,가연물 근접방치,주거,0,1,11,5
인천광역시,"자동차,철도차량",기계적 요인,기타(기계적요인),"자동차,철도차량",0,1,11,5
세종특별자치시,"건축,구조물",기계적 요인,"과열, 과부하",집합시설,0,1,12,5
전라남도,"건축,구조물",부주의,음식물 조리중,주거,0,1,12,5
