시도,화재유형,발화요인대분류,발화요인소분류,장소대분류,인명피해_발생여부,발생_월,발생_시간,발생_요일
강원특별자치도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,17,4
경기도,"건축,구조물",부주의,담배꽁초,주거,0,11,17,4
경상남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,산업시설,0,11,17,4
전라남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,17,4
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,18,4
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,11,18,4
인천광역시,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,11,18,4
충청남도,"건축,구조물",부주의,가연물 근접방치,주거,0,11,18,4
광주광역시,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,11,18,4
경기도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,18,4
경기도,"건축,구조물",부주의,담배꽁초,주거,0,11,18,4
대구광역시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,11,18,4
강원특별자치도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,11,19,4
서울특별시,"건축,구조물",부주의,담배꽁초,생활서비스,0,11,19,4
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,19,4
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,11,19,4
부산광역시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",기타서비스,0,11,20,4
서울특별시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,20,4
경기도,"건축,구조물",기계적 요인,기타(기계적요인),산업시설,0,11,20,4
충청북도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,20,4
경기도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,20,4
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,20,4
충청남도,"건축,구조물",방화,방화,"의료,복지시설",0,11,21,4
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,21,4
서울특별시,"건축,구조물",미상,미상,"판매,업무시설",1,11,21,4
충청남도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,21,4
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,21,4
경상북도,"건축,구조물",부주의,음식물 조리중,주거,0,11,22,4
경상북도,"건축,구조물",미상,미상,"판매,업무시설",0,11,22,4
인천광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,교육시설,0,11,22,4
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,22,4
대전광역시,"건축,구조물",미상,미상,주거,0,11,23,4
서울특별시,"건축,구조물",전기적 요인,과부하/과전류,주거,0,11,23,4
충청북도,"건축,구조물",부주의,기타(부주의),주거,0,11,23,4
전북특별자치도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,11,23,4
전북특별자치도,기타(쓰레기 화재등),미상,미상,기타,0,11,0,5
강원특별자치도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,0,5
서울특별시,"건축,구조물",부주의,빨래삶기,주거,0,11,1,5
경기도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,1,5
전라남도,"자동차,철도차량",기계적 요인,정비불량,"자동차,철도차량",0,11,1,5
세종특별자치시,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,11,1,5
경기도,"건축,구조물",부주의,기타(부주의),기타서비스,0,11,1,5
인천광역시,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,11,2,5
대구광역시,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,11,2,5
경상남도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,2,5
경기도,"건축,구조물",전기적 요인,트래킹에 의한 단락,"판매,업무시설",0,11,3,5
충청남도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,11,3,5
경상남도,"건축,구조물",미상,미상,"판매,업무시설",0,11,3,5
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,3,5
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,3,5
전라남도,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,11,4,5
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,4,5
서울특별시,"건축,구조물",미상,미상,"판매,업무시설",0,11,4,5
대전광역시,"건축,구조물",화학적 요인,자연발화,생활서비스,0,11,4,5
경상북도,"건축,구조물",부주의,담배꽁초,주거,1,11,4,5
경기도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,11,4,5
경기도,"건축,구조물",전기적 요인,미확인단락,주거,0,11,5,5
울산광역시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,5,5
경기도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,5,5
서울특별시,"건축,구조물",미상,미상,"판매,업무시설",0,11,5,5
충청남도,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,11,6,5
경상북도,"건축,구조물",부주의,가연물 근접방치,주거,0,11,6,5
경상남도,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,11,6,5
경상북도,"건축,구조물",미상,미상,주거,0,11,6,5
경기도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,11,6,5
전북특별자치도,"건축,구조물",부주의,쓰레기 소각,기타서비스,0,11,7,5
경상북도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",기타서비스,0,11,7,5
경기도,"건축,구조물",기타,기타,주거,0,11,7,5
경상북도,"건축,구조물",미상,미상,주거,0,11,7,5
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,운수자동차시설,0,11,7,5
충청남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,8,5
강원특별자치도,"건축,구조물",전기적 요인,미확인단락,주거,0,11,8,5
충청북도,"자동차,철도차량",기타,기타,"자동차,철도차량",0,11,8,5
전북특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,8,5
전라남도,"자동차,철도차량",부주의,기타(부주의),"자동차,철도차량",0,11,8,5
경상남도,"건축,구조물",부주의,담배꽁초,주거,0,11,8,5
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,8,5
강원특별자치도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",교육시설,0,11,8,5
부산광역시,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,8,5
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,8,5
경상북도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,8,5
경기도,"건축,구조물",전기적 요인,미확인단락,주거,1,11,9,5
전라남도,"건축,구조물",전기적 요인,절연열화에 의한 단락,기타서비스,0,11,9,5
경기도,"건축,구조물",미상,미상,주거,0,11,9,5
경상남도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",1,11,9,5
경기도,"건축,구조물",전기적 요인,기타(전기적요인),주거,0,11,10,5
경기도,기타(쓰레기 화재등),부주의,"용접, 절단, 연마",기타,0,11,11,5
서울특별시,"건축,구조물",부주의,담배꽁초,운수자동차시설,0,11,11,5
경기도,"건축,구조물",부주의,음식물 조리중,주거,0,11,11,5
경기도,"건축,구조물",전기적 요인,트래킹에 의한 단락,산업시설,0,11,11,5
경기도,"건축,구조물",부주의,기타(부주의),주거,0,11,11,5
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,11,11,5
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,1,11,12,5
강원특별자치도,"건축,구조물",미상,미상,주거,0,11,12,5
경기도,"자동차,철도차량",전기적 요인,접촉불량에 의한 단락,"자동차,철도차량",1,11,12,5
서울특별시,"건축,구조물",부주의,담배꽁초,산업시설,0,11,12,5
강원특별자치도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,12,5
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,12,5
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,11,12,5
경기도,임야,부주의,쓰레기 소각,임야,0,11,12,5
부산광역시,"건축,구조물",미상,미상,주거,0,11,13,5
경기도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,13,5
경기도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,13,5
충청북도,"건축,구조물",부주의,"용접, 절단, 연마",기타서비스,0,11,13,5
전북특별자치도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,11,13,5
충청북도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,13,5
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,14,5
경기도,"자동차,철도차량",기계적 요인,기타(기계적요인),"자동차,철도차량",0,11,14,5
인천광역시,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,14,5
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,11,14,5
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,15,5
경상남도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,11,15,5
대구광역시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,15,5
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",기타서비스,0,11,15,5
경기도,"자동차,철도차량",기계적 요인,"오일,연료누설","자동차,철도차량",0,11,15,5
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,15,5
대구광역시,"건축,구조물",미상,미상,교육시설,0,11,15,5
제주특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,15,5
충청남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,15,5
제주특별자치도,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,15,5
경기도,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,11,15,5
경기도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,15,5
대전광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,16,5
경상북도,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,16,5
부산광역시,"건축,구조물",전기적 요인,기타(전기적요인),산업시설,0,11,16,5
전북특별자치도,기타(쓰레기 화재등),전기적 요인,트래킹에 의한 단락,기타,0,11,16,5
대구광역시,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,11,16,5
경상남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,17,5
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,11,17,5
강원특별자치도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,17,5
전라남도,"건축,구조물",부주의,가연물 근접방치,주거,1,11,18,5
경기도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,11,18,5
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,18,5
서울특별시,"건축,구조물",전기적 요인,미확인단락,주거,0,11,18,5
충청북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,19,5
서울특별시,"건축,구조물",전기적 요인,미확인단락,주거,0,11,19,5
경기도,"건축,구조물",부주의,가연물 근접방치,주거,0,11,19,5
충청북도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,19,5
서울특별시,"건축,구조물",방화,방화,주거,1,11,19,5
충청남도,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,11,19,5
서울특별시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,20,5
경기도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,20,5
충청남도,"건축,구조물",미상,미상,산업시설,0,11,20,5
경상남도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,20,5
경기도,"건축,구조물",부주의,기타(부주의),"판매,업무시설",1,11,20,5
경상북도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,20,5
대전광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,21,5
광주광역시,"건축,구조물",미상,미상,산업시설,0,11,21,5
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,21,5
대구광역시,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,11,21,5
부산광역시,"건축,구조물",미상,미상,주거,0,11,21,5
전북특별자치도,"자동차,철도차량",전기적 요인,미확인단락,"자동차,철도차량",0,11,21,5
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,11,22,5
충청북도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,22,5
경상남도,"건축,구조물",전기적 요인,과부하/과전류,생활서비스,0,11,23,5
경기도,"건축,구조물",전기적 요인,미확인단락,주거,0,11,23,5
강원특별자치도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,23,5
서울특별시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",1,11,23,5
전북특별자치도,"건축,구조물",부주의,가연물 근접방치,집합시설,0,11,23,5
제주특별자치도,"건축,구조물",전기적 요인,미확인단락,주거,0,11,23,5
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,0,6
경상남도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,11,0,6
부산광역시,"건축,구조물",부주의,음식물 조리중,"판매,업무시설",0,11,1,6
경상북도,"건축,구조물",전기적 요인,"누전,지락",생활서비스,0,11,1,6
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,1,6
전라남도,기타(쓰레기 화재등),부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,0,11,1,6
대구광역시,"건축,구조물",가스누출(폭발),가스누출(폭발),운수자동차시설,0,11,1,6
경상남도,기타(쓰레기 화재등),부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,0,11,1,6
전라남도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,2,6
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,2,6
경상북도,"건축,구조물",방화의심,방화의심,"판매,업무시설",0,11,2,6
강원특별자치도,"자동차,철도차량",부주의,"불씨,불꽃,화원방치","자동차,철도차량",0,11,3,6
경기도,기타(쓰레기 화재등),부주의,기타(부주의),기타,1,11,3,6
경상북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,11,3,6
경기도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,11,4,6
경상북도,"건축,구조물",미상,미상,주거,1,11,4,6
경기도,"건축,구조물",미상,미상,산업시설,0,11,4,6
부산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,11,5,6
충청남도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,11,5,6
경상북도,"자동차,철도차량",기계적 요인,노후,"자동차,철도차량",0,11,5,6
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,6,6
제주특별자치도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,11,6,6
강원특별자치도,기타(쓰레기 화재등),전기적 요인,절연열화에 의한 단락,기타,0,11,6,6
대전광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,11,6,6
서울특별시,"건축,구조물",전기적 요인,미확인단락,"의료,복지시설",0,11,7,6
경상북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",1,11,8,6
전라남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",집합시설,0,11,8,6
울산광역시,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,11,8,6
경기도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",생활서비스,0,11,8,6
경상북도,"건축,구조물",미상,미상,주거,0,11,8,6
전라남도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,11,9,6
서울특별시,"건축,구조물",전기적 요인,과부하/과전류,주거,0,11,9,6
경상북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,9,6
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,11,9,6
강원특별자치도,"건축,구조물",부주의,가연물 근접방치,주거,0,11,9,6
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,10,6
경기도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,10,6
충청남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,10,6
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,10,6
경상북도,"자동차,철도차량",기계적 요인,노후,"자동차,철도차량",0,11,10,6
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,10,6
충청남도,기타(쓰레기 화재등),기계적 요인,"과열, 과부하",기타,0,11,10,6
경기도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,10,6
경기도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,10,6
경기도,"건축,구조물",부주의,담배꽁초,주거,0,11,11,6
전라남도,"건축,구조물",전기적 요인,과부하/과전류,기타서비스,0,11,11,6
울산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",생활서비스,0,11,11,6
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,11,11,6
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,11,6
부산광역시,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,11,11,6
경상북도,"건축,구조물",부주의,기타(부주의),주거,0,11,11,6
광주광역시,기타(쓰레기 화재등),미상,미상,기타,0,11,11,6
경상북도,"자동차,철도차량",기계적 요인,노후,"자동차,철도차량",0,11,11,6
경기도,"건축,구조물",기계적 요인,"과열, 과부하",생활서비스,0,11,11,6
충청북도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,12,6
전북특별자치도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,12,6
경기도,"건축,구조물",부주의,"용접, 절단, 연마","판매,업무시설",0,11,13,6
부산광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,13,6
서울특별시,"건축,구조물",부주의,"용접, 절단, 연마","판매,업무시설",0,11,13,6
대구광역시,"건축,구조물",부주의,담배꽁초,주거,0,11,13,6
대구광역시,"건축,구조물",부주의,담배꽁초,산업시설,0,11,13,6
강원특별자치도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,13,6
제주특별자치도,"건축,구조물",미상,미상,주거,1,11,13,6
경상남도,"건축,구조물",부주의,가연물 근접방치,주거,0,11,14,6
경기도,"건축,구조물",부주의,담배꽁초,주거,0,11,14,6
경상남도,기타(쓰레기 화재등),부주의,"기기(전기, 기계 등) 사용.설치부주의",기타,0,11,14,6
경기도,"건축,구조물",부주의,"용접, 절단, 연마",생활서비스,0,11,14,6
서울특별시,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,11,14,6
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,14,6
경기도,임야,부주의,쓰레기 소각,임야,0,11,14,6
부산광역시,"건축,구조물",부주의,음식물 조리중,주거,0,11,14,6
전북특별자치도,"자동차,철도차량",전기적 요인,기타(전기적요인),"자동차,철도차량",0,11,14,6
경기도,"건축,구조물",부주의,쓰레기 소각,산업시설,0,11,15,6
전라남도,"건축,구조물",기계적 요인,자동제어 실패,주거,0,11,15,6
경기도,"건축,구조물",부주의,담배꽁초,주거,0,11,15,6
인천광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,15,6
경상북도,"자동차,철도차량",전기적 요인,과부하/과전류,"자동차,철도차량",0,11,16,6
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,16,6
경상북도,"건축,구조물",방화,방화,주거,1,11,16,6
경기도,"건축,구조물",부주의,담배꽁초,"판매,업무시설",0,11,16,6
충청북도,"건축,구조물",미상,미상,주거,0,11,16,6
경상남도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,16,6
서울특별시,"건축,구조물",전기적 요인,반단선,주거,0,11,16,6
서울특별시,"건축,구조물",미상,미상,주거,0,11,16,6
경상남도,"건축,구조물",미상,미상,주거,0,11,17,6
강원특별자치도,"건축,구조물",전기적 요인,트래킹에 의한 단락,운수자동차시설,0,11,17,6
충청북도,"자동차,철도차량",기계적 요인,자동제어 실패,"자동차,철도차량",0,11,17,6
경상북도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,17,6
서울특별시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,17,6
경상남도,"건축,구조물",전기적 요인,미확인단락,주거,0,11,18,6
대구광역시,"건축,구조물",부주의,기타(부주의),주거,0,11,18,6
전북특별자치도,기타(쓰레기 화재등),부주의,쓰레기 소각,기타,0,11,18,6
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,18,6
서울특별시,"건축,구조물",부주의,담배꽁초,주거,0,11,18,6
제주특별자치도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,18,6
충청북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,18,6
대구광역시,"건축,구조물",부주의,기타(부주의),주거,0,11,19,6
광주광역시,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,11,19,6
서울특별시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,19,6
전라남도,"건축,구조물",부주의,담배꽁초,기타서비스,0,11,19,6
경상남도,"건축,구조물",미상,미상,주거,0,11,20,6
경기도,"건축,구조물",기계적 요인,정비불량,주거,0,11,20,6
경기도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,20,6
인천광역시,"건축,구조물",부주의,담배꽁초,주거,0,11,21,6
경기도,"건축,구조물",전기적 요인,접촉불량에 의한 단락,교육시설,0,11,21,6
서울특별시,"건축,구조물",미상,미상,주거,0,11,21,6
경기도,"건축,구조물",전기적 요인,"누전,지락",산업시설,0,11,21,6
울산광역시,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,11,22,6
서울특별시,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",0,11,22,6
충청북도,"자동차,철도차량",부주의,"불씨,불꽃,화원방치","자동차,철도차량",0,11,22,6
전북특별자치도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,23,6
대구광역시,"건축,구조물",전기적 요인,절연열화에 의한 단락,생활서비스,0,11,0,0
서울특별시,"건축,구조물",미상,미상,산업시설,0,11,0,0
서울특별시,기타(쓰레기 화재등),미상,미상,기타,0,11,0,0
서울특별시,"자동차,철도차량",전기적 요인,기타(전기적요인),"자동차,철도차량",0,11,0,0
경상남도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,0,0
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,0,0
서울특별시,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,1,0
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,1,0
서울특별시,기타(쓰레기 화재등),부주의,기타(부주의),기타,0,11,1,0
경기도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,11,1,0
경상북도,"자동차,철도차량",교통사고,교통사고,"자동차,철도차량",1,11,1,0
충청북도,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",주거,0,11,2,0
부산광역시,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,2,0
경상북도,"건축,구조물",부주의,"불씨,불꽃,화원방치",주거,0,11,3,0
전라남도,"건축,구조물",미상,미상,산업시설,0,11,3,0
부산광역시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,3,0
인천광역시,"건축,구조물",전기적 요인,"압착,손상에 의한 단락",생활서비스,0,11,3,0
대전광역시,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,3,0
서울특별시,"건축,구조물",전기적 요인,접촉불량에 의한 단락,주거,0,11,3,0
서울특별시,"건축,구조물",부주의,"불씨,불꽃,화원방치","판매,업무시설",0,11,4,0
경상남도,기타(쓰레기 화재등),부주의,담배꽁초,기타,0,11,4,0
경상북도,기타(쓰레기 화재등),전기적 요인,미확인단락,기타,0,11,4,0
경기도,"건축,구조물",미상,미상,산업시설,0,11,4,0
경상남도,"건축,구조물",부주의,"불씨,불꽃,화원방치",산업시설,0,11,4,0
전라남도,"건축,구조물",미상,미상,산업시설,0,11,4,0
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,6,0
충청남도,"건축,구조물",미상,미상,주거,0,11,7,0
부산광역시,"자동차,철도차량",부주의,"기기(전기, 기계 등) 사용.설치부주의","자동차,철도차량",0,11,7,0
경기도,"건축,구조물",전기적 요인,절연열화에 의한 단락,주거,0,11,7,0
부산광역시,"건축,구조물",기계적 요인,"과열, 과부하",산업시설,0,11,7,0
세종특별자치시,"건축,구조물",기계적 요인,"과열, 과부하",주거,0,11,7,0
경상북도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,8,0
강원특별자치도,"자동차,철도차량",전기적 요인,절연열화에 의한 단락,"자동차,철도차량",0,11,8,0
충청북도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,8,0
경상남도,"건축,구조물",화학적 요인,자연발화,산업시설,1,11,8,0
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,8,0
서울특별시,"자동차,철도차량",미상,미상,"자동차,철도차량",0,11,8,0
경상남도,"건축,구조물",전기적 요인,미확인단락,생활서비스,0,11,8,0
전라남도,기타(쓰레기 화재등),기계적 요인,"과열, 과부하",기타,0,11,8,0
경기도,"건축,구조물",부주의,"용접, 절단, 연마",산업시설,0,11,8,0
경상남도,임야,부주의,기타(부주의),임야,0,11,8,0
경상북도,"건축,구조물",미상,미상,주거,0,11,9,0
서울특별시,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",주거,0,11,9,0
부산광역시,"건축,구조물",미상,미상,주거,0,11,9,0
경기도,"건축,구조물",전기적 요인,미확인단락,산업시설,0,11,9,0
경기도,"건축,구조물",부주의,담배꽁초,생활서비스,0,11,9,0
서울특별시,"자동차,철도차량",부주의,담배꽁초,"자동차,철도차량",0,11,9,0
전북특별자치도,"건축,구조물",부주의,음식물 조리중,생활서비스,0,11,9,0
전라남도,기타(쓰레기 화재등),부주의,"불씨,불꽃,화원방치",기타,0,11,9,0
서울특별시,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,11,10,0
서울특별시,"건축,구조물",부주의,음식물 조리중,주거,0,11,10,0
경기도,"건축,구조물",부주의,"기기(전기, 기계 등) 사용.설치부주의",산업시설,0,11,11,0
경상남도,"건축,구조물",미상,미상,기타서비스,0,11,11,0
전북특별자치도,"건축,구조물",전기적 요인,미확인단락,기타서비스,0,11,11,0
경상남도,"자동차,철도차량",부주의,"기기(전기, 기계 등) 사용.설치부주의","자동차,철도차량",0,11,11,0
강원특별자치도,"건축,구조물",전기적 요인,트래킹에 의한 단락,주거,0,11,11,0
대전광역시,"건축,구조물",부주의,가연물 근접방치,주거,0,11,11,0
경기도,"건축,구조물",기계적 요인,"과열, 과부하","판매,업무시설",0,11,12,0
서울특별시,"건축,구조물",전기적 요인,미확인단락,"판매,업무시설",0,11,12,0
경상남도,"건축,구조물",자연적인 요인,돋보기 효과,주거,0,11,12,0
충청남도,"자동차,철도차량",기계적 요인,"과열, 과부하","자동차,철도차량",0,11,12,0
경기도,"건축,구조물",기계적 요인,기타(기계적요인),산업시설,0,11,12,0
충청북도,"자동차,철도차량",전기적 요인,과부하/과전류,"자동차,철도차량",0,11,12,0
